,level_0,text,sentiment
1597,1597,gotta work  lonely weekend ahead,sadness
1598,1598,o she shouldnt judge the song on who wrote it  tell her shes mean haha,neutral
1599,1599,hall no  i was gutted when he wasnt lmao i think im obsessed with him bahaha,happiness
1600,1600,hey sorry i just got the tweet about the puppy and someone already got it,sadness
1601,1601,im dreading hearing even worse news tonight,sadness
1602,1602,no problem at least look on the floor we wont see the banana skin in our brains  i step on it once almost got killed,worry
1603,1603,im sorry i fail,sadness
1604,1604,mandy  it wont let me vote  i want her to win but i cant help i am gonna jump off a bridge kidding but this sux,sadness
1605,1605,maybe you could go outside to meet some fans  im not even from sao paulo im from rio but idk just saying,worry
1606,1606,that one has been done already,neutral
1607,1607,wanna do some sessions with ronnie he da bomb u know,neutral
1608,1608,ahhh i think my legs are burnt  they hurt,worry
1609,1609,feel so depressed that i couldnt save it thanks for nothing,happiness
1610,1610,phew long day and i havent gotten to work yet,worry
1611,1611,nice night should be golfing,happiness
1612,1612,just spent the day with bridget and a small thing that got wind and farted a lot  oh yeah her baby now slightly broody,sadness
1613,1613,leaving florida want to live there forever texangirl,happiness
1614,1614,good luck you i want new shoes  ly x,worry
1615,1615,i buy the team zotz and they decide to roast me,worry
1616,1616,nooooo i hate traffic,worry
1617,1617,happened to me the other day  was wearing a necklace that made a white spot on my chest,worry
1618,1618,yesall on my own  oh gone to bed after a minor soap marathon photo editing night  me ohhh inn on the lake nice food,happiness
1619,1619,hope all is ok,worry
1620,1620,lol im going to log off for about an hr lolz b i lose more followers  keep the  movement going,worry
1621,1621,mediatemple mt has awful ftp service,sadness
1622,1622,my  year old grandma in chicago is having emergency surgery today,worry
1623,1623,watch jay leno tonite  its his last day as the tonight show host,happiness
1624,1624,okay gots to go and now for the first time since it started will miss the block party on,sadness
1625,1625,cvs is that like a genetic brandpoor youmy hubby gets bad allergiesno fun,worry
1626,1626,its such a romantic novel i cried in the end  now im going to bed im so tired,sadness
1627,1627,no viewers  and and blehh did you block me on skype,worry
1628,1628,this week of mine was not easy  but finally its over,happiness
1629,1629,friday so freakin happy today was an annoying day  buuut weekend tgif,happiness
1630,1630,didnt have my camera with me  totally regretting it now,worry
1631,1631,i work for disneynot all its cracked up ta be,sadness
1632,1632,oh my gosh tomorrow as well god youre lucky i might have to put it off for yet another week,sadness
1633,1633,feeling bad for daisy she cries in every episode       i watch waaaaay too much tv,sadness
1634,1634,urban think fail chai latte is not good there,worry
1635,1635,back from lunch  ready to go homeeeeeeeeeeeeeee,happiness
1636,1636,guess id better look out for a new best friend once those vip tickets have been used you wont want me anymore,worry
1637,1637,im not going sadly  maybe next year eh,sadness
1638,1638,hey tom im happy that youre enjoying brazil but im sad cuz im not goin to see you in your show,sadness
1639,1639,i wish mum hadnt spent forever talking to me so i could call my kiera later  i dont have much time left now though,sadness
1640,1640,all my spare time seems twill be spent doing homework this weekend,sadness
1641,1641,thanks ill check it out ill be staying a thursday night though,neutral
1642,1642,stupid sun i  actually have to work now,worry
1643,1643,being followed by compliance  great   have to watch what i say now,happiness
1644,1644,she made my sister cry too hahah bless her  i hope she can do it again,happiness
1645,1645,yes at an upgraded consumption rate too,neutral
1646,1646,so sad that schools have to close,sadness
1647,1647,how tough was that just wanted to hug her like my own,sadness
1648,1648,i had to sell guitar hero with ps to fund splitting with ex,sadness
1649,1649,anyone have a verizon fone i can borrow for the mean time while i get my replacement,worry
1650,1650,is it the bit where hollie started crying,neutral
1651,1651,dam living in england  x,neutral
1652,1652,zac brown is in virginia beach and ill be in nova,neutral
1653,1653,srry im not so interesting right now stayed up til am cause my tummy hurt and now im pooped and have to work,neutral
1654,1654,but i like the idea going to cinema but monday,sadness
1655,1655,a not fair to me now im a lil sad,sadness
1656,1656,i am using imovie  and its still not bad i am afraid to hear what is wrong with,worry
1657,1657,hollowbabeshere comes the utter shite  i completely agree,neutral
1658,1658,whats twhirl ive some work to be doing over the weekend thank god so im probably going to miss it red sorry,worry
1659,1659,oh okay every so often i get this random taste of blood in my mouth that makes me go eww blood  haha,happiness
1660,1660,stressed beyond belief need a nap,worry
1661,1661,a little girl on britains got talent,worry
1662,1662,too many meds sleeepy sleeepy i hate being sick,worry
1663,1663,oh im sorry for that how old was your grandpa,worry
1664,1664,yaaay for u cleaning ur room i said hi to u the other dayu didnt write me back,happiness
1665,1665,that made me cry  poor hollie,worry
1666,1666,i sure do hope it becomes  this afternoon,neutral
1667,1667,inc sounds good i still like fridays although it means for me that i have to go to work tomarrow,sadness
1668,1668,not making good time  chicago traffic   photo,sadness
1669,1669,in an office on a friday evening,neutral
1670,1670,so off work about to do what i dont know im exhausted,worry
1671,1671,yay im out but i have  ride home  have  take tha yellow limosuper,happiness
1672,1672,i got it i hope i get off of work in time for up   want my job,worry
1673,1673,need to cheer up,happiness
1674,1674,yes thanks its been great soooooo not looking forward to monday,worry
1675,1675,yrbook signing w evryone was fun im gna miss evrything,neutral
1676,1676,grrr hate when i make careless mistakes on docs i give to my partner,worry
1677,1677,omg watching hollie steels crying is so so painful,worry
1678,1678,arghhhhhhhhh i cant keep up with these twitterbones peeps,worry
1679,1679,hey  please reply me i cant call you im from mexico and i dont know the code  love you,worry
1680,1680,hey i forgot about that ask steve to take mine down mate i do look like liam from shameless,happiness
1681,1681,exactly,neutral
1682,1682,ken that sucks  if only i was there to hang out,worry
1683,1683,iis working until  now and really wants geordanos thin crust cheese black olives peperoni and mushroom pizza,neutral
1684,1684,help jen i had a monster energy drink and now im crashing,neutral
1685,1685,i really hope so,neutral
1686,1686,just broke her dresser shes had since she was three,worry
1687,1687,summer hours say our day ends at pmdoesnt mean i really get to leave at,sadness
1688,1688,time to take a astronomy test,sadness
1689,1689,is actually workin the weekendnot for it,sadness
1690,1690,control aw babyy im sorry  i gots too excited haha,happiness
1691,1691,had a great daybut slightly depressed  i dont know what i am going to do,worry
1692,1692,ive been nudged not much going on lately umped games over the wknd and i took one to the pills,sadness
1693,1693,my tattoo is ticklish,worry
1694,1694,sitting in the car with my cat he keeps meowing and i feel so bad,worry
1695,1695,its cloudy and damp over here too i hope it doesnt rain for tonites track meet  id hate to do interviews in the rain,worry
1696,1696,ugh headache   i just wanna go home,worry
1697,1697,thats bad your been forced to watch that  there must be a helpline you can call   we are both good thanx hes asleep,worry
1698,1698,frat  thats too bad  should be a good show at least im hoping so esp since its in bk,sadness
1699,1699,false alarm on the house,worry
1700,1700,yooo myyyyye bust how im sick tooo just shoot me  long night tonight,sadness
1701,1701,stop your twittering  maryland cookies,worry
1702,1702,still having a hangover,worry
1703,1703,going to work soon and so excited  ugh id rather pluck my fingernails off,worry
1704,1704,i keep receiving beautiful pics of the beach from  while im in my office workinggetting bitter,sadness
1705,1705,or even nooooo not the secret namerebecca please,sadness
1706,1706,fi,neutral
1707,1707,another two hours of work ugh it goes by so slow and im sore,sadness
1708,1708,got really sick today  text me later nap time,sadness
1709,1709,doing chemo,neutral
1710,1710,news i should have gone,neutral
1711,1711,writing the first showstoppers entry just lost an hours work due to server issues,neutral
1712,1712,reception food at long beach graduation  no champagne,happiness
1713,1713,it is a sad commentary is it not,neutral
1714,1714,why does  never reply to mee  he must really hate me l,sadness
1715,1715,just getting back into the swingstill sore from my surgery  and tiredcoffee time,sadness
1716,1716,taking  underpriveledged kids to the circus moro big day plannedi still aint feeling   so nervous right now,worry
1717,1717,nicki sorryi have to go,worry
1718,1718,i hav a bet to get a  pack in  daysim on day it sux,neutral
1719,1719,road test booked i r scared,worry
1720,1720,well yes lol   i had a chat with them earlier  there just not willing to learn anything else,sadness
1721,1721,going to the plum for the final happy hour of jagthey are finally closing their doors,neutral
1722,1722,bored now   must improve my friday nyts lol,worry
1723,1723,i havent started,neutral
1724,1724,i refuse to get excited as i dont want to be let down  if it happens as long as its not between june    or id die,worry
1725,1725,lol ive just realised that ive been sending messages that were meant to be to you to a page that doesnt exist,worry
1726,1726,alexxx im gona miss you today im so sad noooooooo,sadness
1727,1727,no  not this year,neutral
1728,1728,merchant i agree but teenage daughter will be spending my money on the movie of their concert this week,worry
1729,1729,ugggh its so nice out i dont want to be working with backup dancers,neutral
1730,1730,get well soon,worry
1731,1731,dont wanna work tonight,sadness
1732,1732,barg  we posted the gmod to you for your birthday but you didnt see it,sadness
1733,1733,headache    sad cupcake,worry
1734,1734,this is not a happy tweet,worry
1735,1735,now i feel left out  all alone in azlol,sadness
1736,1736,back from the gym just checkin email gonna go watch an old movie or something its a little cool out to sit outside and read,happiness
1737,1737,sick daddy  send prayer his way,worry
1738,1738,is leaving utah today  super sad face,sadness
1739,1739,lol awhhk wats da chances holly gets through den,worry
1740,1740,so sad you didnt day hello to me,worry
1741,1741,i had sent you an email,neutral
1742,1742,awwwh  im sorry  i hope you fell better  watch a film,worry
1743,1743,my daddy left to go back home to texas  i will c him hopefully n the next two months,sadness
1744,1744,gained lbs wish i could afford something other than top ramen if only i had a job,sadness
1745,1745,my monitor wont turn on this can only be the work of my mother,worry
1746,1746,i dint dump anyone its always me who gets dumped and blamed thats why i dont believe in relationships,worry
1747,1747,lol seriously  fail sigh,sadness
1748,1748,too much food at todays company gill out want to go home and lay in the sun instead here until dark probably,worry
1749,1749,im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,sadness
1750,1750,dave meany,neutral
1751,1751,im terrified about the surgery next week,worry
1752,1752,and why do they think how much they want it is a factor i really want to be  and fit again but thats just not going to happen,sadness
1753,1753,had to pause tv now im  minutes behind on bgt,worry
1754,1754,public bathrooms,neutral
1755,1755,sorry demi just read post that you can attend bgt im sure your support for sb has helped tho  a world without paps plzz,sadness
1756,1756,you can create gpx files from gmapspedometerits a rd party linki had errors with so far,neutral
1757,1757,you can have the sun too it all sucks especially for my pale whiteman skin   i cant stop sneezing and i blame you,worry
1758,1758,finishing up my last friday at olive crest,neutral
1759,1759,just got done working outrelaxing than off to work,happiness
1760,1760,extremely busy weekend so much work to do  cant wait for summer,worry
1761,1761,arrg  ive been trying to upload my  thing wont let me,neutral
1762,1762,it was  i dont think i can look at her now without feeling heartbroken lmao x,worry
1763,1763,sorry not meaning to complain feeling rough and heat getting to me again tonight  would love to be visiting india though,happiness
1764,1764,no class the next two daysbut work  everyday from today til next wednesday  so sad,sadness
1765,1765,me too i know  i miss all the excitement lol,sadness
1766,1766,stu lantz is awesome i miss chick hearn tho,sadness
1767,1767,so sad they discontinued my sesame tofu salad at trader joes,sadness
1768,1768,too cold to take the boat out tonight   might go out anyway but danvan isnt in operation either bummer,sadness
1769,1769,i love it when you call me chica,happiness
1770,1770,to be fair she was asking about mktg cds etc but i suggested more and she never even emailed back,sadness
1771,1771,ready to celebrate the weekend oh wait i have  more minutes,happiness
1772,1772,cant find her favorite nike shorts,worry
1773,1773,lawrence why my head feels like the surface of the sun  underneath a beaver pelt,sadness
1774,1774,ya i just got a twitt from somebody sayin it looks like its gonna rain out here on the west coasti aint been outside yet,neutral
1775,1775,mi corazonsito tiene frio this weather sucks,sadness
1776,1776,cant go out this weekend  hours of exams next week prevent it  got my uni summerball next sat though should be good,sadness
1777,1777,this is sooo crazy i have fever,worry
1778,1778,a    sorry  well be glad when youre closer to us though,sadness
1779,1779,sadly all i have is the stanley steemer  number,neutral
1780,1780,no they didnt,worry
1781,1781,is the album getting a uk release if not ill have to order it and pay a huge amount to get it shipped to the uk,sadness
1782,1782,i cant believe you tweeted that it was our special moment,worry
1783,1783,yes my coworkers dont go to bars with me,neutral
1784,1784,a eu fiz de chocolate,neutral
1785,1785,really really misses her,sadness
1786,1786,deff workin this weekened,worry
1787,1787,i never knew i could miss my phone so much for  hours till they told me i wont have it back till then,sadness
1788,1788,im bummed to miss you   hope you enjoy your writing conf tho,sadness
1789,1789,i am sucking with the abbreviation today sorry  my sentences look like my eight year old is typing them lol,sadness
1790,1790,im sickk   tomorrow will be a disaster if i dont get better,sadness
1791,1791,its so obvious holly will go thru on the public vote straight away sooo obvious  then aidan and greg for judges but neither should go,neutral
1792,1792,head hurts and i feel sick  and i have to go to work tomorrow,worry
1793,1793,a sucks  but theyre so awesome when you get one all squeeky and happy i only have one left now though,worry
1794,1794,joe had the same shirt in the concer here in chilee hahaha big rob wasnt here,neutral
1795,1795,fractured growth plate doesnt mix well with the upcoming dance recital for yr old    does anybody want to buy a costumeor six gah,neutral
1796,1796,im not happy im emailin a complaint haha il hav listen again on sunday,sadness
1797,1797,its too friggin late now,worry
1798,1798,almost  more hours then im out of work time couldnt go by any slower,worry
1799,1799,my baby man is  years old a week today  hes growing up too fast,sadness
1800,1800,no plan currently,neutral
1801,1801,im fine ive just been trying to figure out the meaning behind this song and i cant think of anything  urlmincnmt,sadness
1802,1802,i know my mom is going up there monday with me to get it changed im so upset,neutral
1803,1803,fam lol its coming up too  probably mid june early julyish,neutral
1804,1804,just wants to hear his voice,sadness
1805,1805,im sorry darling  anything i can do,worry
1806,1806,hernia is hurting way more than usual tonight no way im able to go out,sadness
1807,1807,got a bad headache,sadness
1808,1808,nop  uso grooveshark pero muy informal ni user tengo,neutral
1809,1809,someone just sent me a random phone  asian cats with the paws in the air like in sushichinese restaurants and i dont know who,worry
1810,1810,why do my friends feel as though they dont need to bring gifts to my house warminga mess,sadness
1811,1811,dammit forgot to go canvas shopping today,sadness
1812,1812,stomach cramps sat in bed with a hot water bottle having some hot milktoast i feel like a wi girl again  minus the stomach cramps,sadness
1813,1813,awww  i heard he is the sweetest guy with fans,happiness
1814,1814,ummokjust dont start cats on fire  promise,neutral
1815,1815,traffic is horrific on i jus wanna gt my dog,worry
1816,1816,libere moving all done no internet until monday   at an cafe like the new place and work is fine everything else so so,sadness
1817,1817,ill be sure to call you soon btw masita leaves tomorrow,neutral
1818,1818,but i really want a sporebat pet,neutral
1819,1819,thats sad trauma future serial killer,worry
1820,1820,i saw that  unfortunately it happens to be on the same day as my high school reunion   i will have to catch you next time,worry
1821,1821,my wedding next thursday and im ill,worry
1822,1822,bored to death,sadness
1823,1823,nvm not working period,worry
1824,1824,oh dear  that is terrible however moleskine notebooks rule a lot,sadness
1825,1825,i have heard that about a lot of programs like that we go to a large chain of learning centers sorry for you,worry
1826,1826,youre the one getting married on me,worry
1827,1827,my brother is planning on moving to vietnam and staying there forever,neutral
1828,1828,im sorry to hear that sometimes family sucks,sadness
1829,1829,sick at home and so bored  i want to get better already so i can enjoy being a college grad,sadness
1830,1830,we dont have either of those here,neutral
1831,1831,gotta go twitterers  my stupid sister wants to go on facebook  oging to montreal morrow so i wont be on for a while bye xoxox,happiness
1832,1832,i had  hoes  now i have none,sadness
1833,1833,placed a  bet on a sure thing and lost  no more betting for me,worry
1834,1834,i dont know you but you made me lose,neutral
1835,1835,nnnnoooooo just learned weve got a frost warning for tonight,worry
1836,1836,gees can this week get anymore horriblenow i cant go to spain,worry
1837,1837,neighbors are slamming the door as a hobby good thing the middle class is dying and ill rent forever,neutral
1838,1838,my sharpie is running dangerously low on ink,worry
1839,1839,i miss my daddy so much,sadness
1840,1840,hmm had first pizza in ages and feel a bit sick now  thatll teach me,worry
1841,1841,really is missing her daughters in haiti  wishing i could go back,sadness
1842,1842,just got to work only today and three days left  my heart is breaking,sadness
1843,1843,guess i have to go back and scrape out the oven now blerg,sadness
1844,1844,gotta get up early tomorrowgotta be at work for,neutral
1845,1845,also i am technologically challenged and have a cell phone that only makes phone calls  cant,worry
1846,1846,what happened to the warm  i will commence pouting until it returns readysetgo,sadness
1847,1847,computer is packed away there goes my life right into a cardboard box,worry
1848,1848,im boredddd the day has gone quick  i dont like it,sadness
1849,1849,heyya guys does anyone know how to give formulas to create a sudoku please help,worry
1850,1850,when you feel you can not live without something is when it is taken away   oh to do it all over again with what i know now    movin on,sadness
1851,1851,i am the only arabic girl whos online  every one is  a sleep,sadness
1852,1852,you didnt include  in the follow friday,neutral
1853,1853,photography class over summer cancelled going somewhere i dont want to and missing the spring game  and no email from eric swist,sadness
1854,1854,off home ill from work this man flu is hell,sadness
1855,1855,lol ok ok it is a little absurd lol but my mini and open toe heels wont make it in this weather,happiness
1856,1856,i agree  pre decided i think,neutral
1857,1857,lost my keys at the mall took me  mins to find them,sadness
1858,1858,a youre not ugly,sadness
1859,1859,kid congrats im still jobless,worry
1860,1860,working extra hours,sadness
1861,1861,hope he is ok,worry
1862,1862,yea i was off today luv i shudve told u   anything exciting happen yet and i saw u last night,worry
1863,1863,feeling awful new medication is making me nauseous,worry
1864,1864,i was in the shower  sorrrrrryyy,neutral
1865,1865,britains got good weather i wish i had some of that over here,neutral
1866,1866,iain well my team couldnt,sadness
1867,1867,its an undeniable truth  i suck at talking to people  no good at making a connection  i come off as either strange or distant,sadness
1868,1868,yea  headed home to change and head over to pelham  sad thought suposed to be heading over there for the nkotb concert,sadness
1869,1869,sorry if im confusing anyone i keep forgetting to  the desktop twitterific  is not so terrific  very different from iphone app,worry
1870,1870,really good but its definitely not a s so many people getting burned alive,sadness
1871,1871,another long day at hallmark,neutral
1872,1872,our raid leader made us run drills to practice switching,worry
1873,1873,after pm and no email looks like ill be waiting at least until monday boo,worry
1874,1874,just found out my friends dad passed away yesterday,worry
1875,1875,its not gonna happen again,sadness
1876,1876,what happened to dave,neutral
1877,1877,oh no  i hope you find your kitten,worry
1878,1878,i could barely choke it down,neutral
1879,1879,why do i never get to see my paychecks its not fair the second i get them theyre gone,worry
1880,1880,will the presentations be available online during the meeting  the poster discussants are going so fast i cant write fast enough,worry
1881,1881,emo moment  just said good bye to my best friends ever but well meet again for sure,sadness
1882,1882,omggg i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo,sadness
1883,1883,i miss music like this,sadness
1884,1884,wants tfa back,neutral
1885,1885,i need help twitter world orange theraflu pillsare those going to be the drowsy or non drowsy,worry
1886,1886,hired all the smart monkeys for email marketing,neutral
1887,1887,miss my future  wanna see her   for  sure dont wanna wait til monday,worry
1888,1888,at drs again,sadness
1889,1889,didnt get a band leadership position,neutral
1890,1890,so sorry to hear that,worry
1891,1891,super but i caught a cold on the plane  not as far forward in line as id like but the extra sleep was dearly needed,sadness
1892,1892,theres just no air,sadness
1893,1893,do you not like turtles,sadness
1894,1894,has finally got some zyrtec for this terrible allergy attack    i hope it doesnt put me to sleep before the game comes on tonight,worry
1895,1895,no fair tonight rain,neutral
1896,1896,and now they are one to become a bigger pain,neutral
1897,1897,my foot still hurts from stepping on a spidero,worry
1898,1898,oh god the cheesy disco music has started and everyone is getting up on the tables  i need more wine,happiness
1899,1899,last  days of schoolim sad but happy but anxious,sadness
1900,1900,mcfly concerts through the years h dont have my  one though,worry
1901,1901,if only we could ever actually be allowed to stay here and do that,sadness
1902,1902,oh no its storming gotta get off the computer,sadness
1903,1903,im so tired,neutral
1904,1904,marls nah i got bare work to do  weeks left and im bare behind,neutral
1905,1905,glad to know you guys got there safe have a great show tonight wish i could be there,neutral
1906,1906,misses lance already,neutral
1907,1907,toy story  trailer premiered with up i need my computer back,neutral
1908,1908,oh yeah this is why i dont like waking up early  around midday i get all tired,sadness
1909,1909,i wont be at the game  found out too late,sadness
1910,1910,oh my god i cried so much watch this guys from bgt,sadness
1911,1911,lol dont rub it in,neutral
1912,1912,just lost my internet signal  how will life go on,worry
1913,1913,luvvv it but one aquestionwhy isnt there any full moon crazy tour date for toronto,sadness
1914,1914,the girls in the year above me at school,neutral
1915,1915,i just watched marleymei cried so hard,sadness
1916,1916,im craving something salty in my mouth  tired of pretzels tho,sadness
1917,1917,i like it and all butttt your not going to have it at the august th concert which hurts my feelers,sadness
1918,1918,its pm on a friday night and im going to bed how pathetic,sadness
1919,1919,i guess  cant request  the same song though,neutral
1920,1920,i had fries and an arizona at  and thats the only thing i ate today  feeeeeed meeeeee,neutral
1921,1921,sorry mom i didnt mean to i shouldnt have tweeted that you are already having a hard day  love you,sadness
1922,1922,its been  days without gasthe gas company turned it off to do maintenance i cant cook,neutral
1923,1923,glad youre ok,neutral
1924,1924,but it no longer seems to be in the app store,neutral
1925,1925,mummy i need you,sadness
1926,1926,im sorry  todays been nothing but a  heartbreak,sadness
1927,1927,late for   sick kid at home hope she feels better later tonite,worry
1928,1928,i dont like this random gloomy weather,sadness
1929,1929,you never write back babe my feelings are hurt,worry
1930,1930,whoa i didnt mean to sleep for more than an hour,sadness
1931,1931,is feeling rather lonely and brokeoh waiti am lonely and broke,sadness
1932,1932,he didnt leave a voicemail  inlove,sadness
1933,1933,last day at dma over     a million sad faces,worry
1934,1934,meagan rochelle the one u need i would say cater  u by he didnt produce that,sadness
1935,1935,i bet this wouldve been fixed if i couldve called up  on the phone and explain this whole situation jeez,neutral
1936,1936,i wanna feel my chin,worry
1937,1937,had best get revising over da weekend got an exam on monday for  hours,worry
1938,1938,got beat by super larryonation,sadness
1939,1939,lol now your making me feel bad for not coming on  lol,sadness
1940,1940,its not monsoon season in telluride yet so why does it keep raining everyday,worry
1941,1941,problem with my must do list is once i write it i usually forget where ive placed itst thing on my to do listfind my to do list,worry
1942,1942,knock you down is playing nowagain cna my day get any better i love it how r u missed u,worry
1943,1943,ugh my trousers do that too and ive never found a way to combat it its so weird,worry
1944,1944,that little boy that drowned yesterday lived in our subdivision and went to nicoles school so so sad,sadness
1945,1945,ftw awh im sorry  im probably going to do the same thing haha,happiness
1946,1946,from seeing all my koreans buisnesses failing,worry
1947,1947,trying to calm down kitten  she is so rowdy,worry
1948,1948,just heard a single i had been waiting months to hearandim disappointed,sadness
1949,1949,probably going to miss silverstones race again this season in iracing  so sad   this track is pure laser scanned awesomeness,sadness
1950,1950,ipod touch  brick,neutral
1951,1951,maaaan it is way too nice outside to be in here working,happiness
1952,1952,paris moro i have to packill wake up at   yes dance lesson at,neutral
1953,1953,dont ignore me,sadness
1954,1954,haha i wish i could i look like a little boy now,neutral
1955,1955,hey  thank you so much for the  i failed miserably to get a list together this week,happiness
1956,1956,i love you thomasi will always respect and support your decisionand ill miss you  but youre gonna do amazing things  you,neutral
1957,1957,not going to graduation hubbytobe not feeling well  so instead doing more job hunting online,sadness
1958,1958,feels all kinds of not so well right now,sadness
1959,1959,i need a xanax and have none,worry
1960,1960,dont quit,sadness
1961,1961,no money and no car,worry
1962,1962,or ftrh  for the ride home,neutral
1963,1963,not here for long hun head hurts,neutral
1964,1964,sitting at homeneed to be pricing the garage sale itemsbut i have no help so its boring by myself,neutral
1965,1965,no work came up,neutral
1966,1966,somebody get me out of work tomorrow,sadness
1967,1967,im needing a girls night wearing sweats watching movies eating chocolate and talking about boys,neutral
1968,1968,my voice hurts no we we rock you the musical singing tonight,worry
1969,1969,yeah that was my point  please dont make me feel worse than i do,sadness
1970,1970,does he have a twitter,neutral
1971,1971,i was kinda looking forward to seeing seann william scott in the office today,worry
1972,1972,is so bored,neutral
1973,1973,you cant spell  without e m and o   to my favorite blogging site,happiness
1974,1974,with harry baked love you cassie but youre not online,sadness
1975,1975,oh im so sorrymy kitty is there right now being checkedlosing lots of weight over last  wks not good,worry
1976,1976,ahh naa i dont like rain  nm really friend is comin over then goin  my grans,neutral
1977,1977,dropped my lei off at the cemetary,worry
1978,1978,just banged my bloody foot ow,sadness
1979,1979,i just tried to go back and the police blocked off the whole neighborhood  theyre evacuating the building now,worry
1980,1980,thanks kashi i was thinking the other day about how mad i am for doing myself a disservice by not taking  of ur classes,happiness
1981,1981,yall are the only ones that cant see it   maybe its just the twitter link or something,neutral
1982,1982,fillings to the good two more appointments to go,neutral
1983,1983,schulz lucky u no park for me  maybe for a short period  i really have some stuff to be done untill wed,neutral
1984,1984,ohhh darn forgot about a phonecall i had to make since monday great now theyre closed,neutral
1985,1985,i did have  n i still dothis job is so dead  me right now,worry
1986,1986,had a really weird night last night and misses her friends,sadness
1987,1987,those were the good days the jetsons comes on right after finltstones  i missed it today tho,worry
1988,1988,is going to sleep tomorrow exam review,worry
1989,1989,rats the creative vados are out of stock at walmartcom im too late,worry
1990,1990,i no  hes the same friend that went with my bf to something at t read more,neutral
1991,1991,a sux my mom has a totally numb finger as well ever since she had her surgery for her hip replacementsucky,worry
1992,1992,o how comes youve seen it before we have  im so excited i hope he gets a love interest soon dont tell me if he does,happiness
1993,1993,feeling lonely,sadness
1994,1994,which means i spend more time alone than with friends and family how sad,sadness
1995,1995,poor dear your fellow  mavens have been there  what gym do you belong to peac,sadness
1996,1996,im afraid your comments on mps expenses were hopelessly out of touch with the average person average salary vinsensitive,worry
1997,1997,i cba with it now   ohwell might play another innabit,worry
1998,1998,just dropped my new mobile down the loo  fingers crossed it works as i still have mths left on the contract,worry
1999,1999,i keep trying to talk myself out of australia by thinking of the jet lag  so far it isnt working i still want to go,worry
2000,2000,why does urban outfitters taunt me with amazing clothing thats way too expensive,worry
2001,2001,mid shifts are so awful im just counting down time,sadness
2002,2002,i think i may have frozen my butter by accident,worry
2003,2003,stupid homework is a waste of my time,worry
2004,2004,oh joy its gong to be a long weekebd yipee,happiness
2005,2005,i would like to be able to go just to one of those,neutral
2006,2006,cant go to the movies today,sadness
2007,2007,yeah although probably not on bgt  bugger,neutral
2008,2008,owwjust bit my tongue,worry
2009,2009,i dont have no plans just to go home and watch the game plus i still have to work early so cant be out partying too late,neutral
2010,2010,hours later i am still too drunk to drive for shame on me for letting myself drink that much i am not in peak spirits right now,worry
2011,2011,my lowerleft molar stings whenever it comes into contact with sugar of any sort,worry
2012,2012,oh god i feel like,sadness
2013,2013,ur moving to leeds wut are u doing up there work ur just a jetsetteri wanna move to england too,sadness
2014,2014,horrible thought i have to go back to work on monday   good thought i only work for  minutes   life is good,happiness
2015,2015,lost his favorite thing he loves to always have on him his story of the year key chain,sadness
2016,2016,woof i wish i was allowed to go,sadness
2017,2017,has to be in cockermouth for  tomorrow morning jesus christ i want sleep,worry
2018,2018,seeing people today made me realize i really miss someone but i also miss my grandpa hes been gone  years  oh but my moms mamagra,worry
2019,2019,fml ughhhhhhhhh im not going anwhere today just sit in the bedroom i share with my mother and cry,sadness
2020,2020,animated thanks so much for everything you do  im so sorry youre hurting,happiness
2021,2021,today was not an inspirational photography day,worry
2022,2022,would appear not  note to selfchange perfume  what to do nowhmm do i get the tarot cards out or not,worry
2023,2023,got really sad wen holly started crying   aw,worry
2024,2024,another day and i couldnt find you    i ended up trying another cart cant remember their name  sigh,sadness
2025,2025,oh mrw yea i wont b there  but maybe next time,worry
2026,2026,they frown on us googling alcohol at work,worry
2027,2027,dropping my mum at the station   ill miss u mum,worry
2028,2028,nooooo its raininghad  leave the beach,sadness
2029,2029,i was sad to hear they shaved too  i really liked the beards i feel like im in the minority,worry
2030,2030,played a bit pool with my buddiesgoing to bed now have to work tomorrow,happiness
2031,2031,i cant make it my manager switched my schedule so im closing,neutral
2032,2032,but this little boy still makin me  work during the storm,neutral
2033,2033,buu i didnt get it right  plop i was so close urban,sadness
2034,2034,pleased to hear it but still i am shamed sometimes to hear what some men do,sadness
2035,2035,got through two thirds of new moon in three days now on to eclipsethen more work  assignments sadly dnt write them selves,worry
2036,2036,i want my katie,neutral
2037,2037,like cheesecake brownies i miss my cheesecake brownies and the walmart closest to la to me doesnt have em,sadness
2038,2038,i was supposed to go boatingsongwriting in cape cod but its cold and rainy,worry
2039,2039,that sucks    its thundering here  im getting ready to shut down,sadness
2040,2040,anyway cant take this  no longer or my mind will blow off,worry
2041,2041,i just wanted dippin dots,neutral
2042,2042,aww me too today has been good for me up until like,happiness
2043,2043,a west its such a shame he doesnt get the joke,sadness
2044,2044,i love you but i dont love twitter   hey are you going to xbiz  its in vegas,worry
2045,2045,brainfreeze,worry
2046,2046,i never though id be in this situation i dont like it at all,worry
2047,2047,yes i did  as a thank you have contacted them ce but no response,sadness
2048,2048,burst my bubble,worry
2049,2049,today i was so happy got i got off school early but now im bored,happiness
2050,2050,theres very few filmtv jobs especially in wmids and i cant afford to move away yet  sorry i missed you on,sadness
